xDLNMID,xtEIND,xtConditi,nQ1,iQ2,nQ3,nQ4,iQ5,nQ6,nQ7,nQ8,nQ9,nQ10,mQ11_1,mQ11_2,mQ11_3,mQ11_4,mQ11_5,mQ11_6,mQ11_7,mQ11_8,mQ11_9,mQ11_10,mQ11_11,mQ11_12,mQ11_13,mQ11_99999997,mQ12_1,mQ12_2,mQ12_3,mQ12_4,mQ12_5,mQ12_6,mQ12_7,mQ12_8,mQ12_9,mQ12_10,mQ12_11,mQ12_12,mQ12_13,mQ12_14,mQ12_99999997,mQ13_1,mQ13_2,mQ13_3,mQ13_4,mQ13_5,mQ13_6,mQ13_7,mQ13_8,mQ13_9,mQ13_10,mQ13_11,mQ13_12,mQ13_13,mQ13_14,mQ13_15,mQ13_16,mQ13_99999997,iQ14,nQ15,nQ16,iQ17,iQ18_1,iQ18_2,iQ18_3,iQ18_4,iQ18_5,iQ18_6,iQ18_7,iQ18_8,iQ18_9,iQ18_10,iQ18_11,iQ18_12,iQ18_13,iQ18_14,iQ18_15,iQ18_16,iQ18_17,iQ18_18,iQ18_19,iQ18_20,iQ18_21,iQ18_22,iQ18_23,nQ19,iQ20,iQ21,nQ22,iQ23,nQ24,xAge,nAgeCat,nGender,xHighLevEdu,nEduLev,xIncome,nIncCat,nProv,nRegion,nShoopResp,wwighfact,nGen,nAg,nEdu,nReg
288155030,11/22/2019 22:59:00,Qualified,CDA,Very likely,2 cars,No,No people,Equally shared in decision makings,10.000-19.999,10-19 km,Several times biannually,Own parking space in  shared common area,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Bad,Neutral,Neutral,I don't know,Totally agree,I don't know,Mostly disagree,Totally agree,Mostly disagree,Totally disagree,I don't know,Totally agree,I don't know,Mostly agree,Neutral,Neutral,Totally disagree,Mostly disagree,Totally agree,I don't know,Totally agree,I don't know,Neutral,Neutral,Car dealer(s),More positive,Did not change,2 people,1 person,€50.000 - €64.999,34,25 - 34,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Between 1 and 2 times average,Above average,Zuid-Holland,3 large municipalities,Both in equal measure,2.25696605696284,Man,30 - 39,Middle,3 large municipalities
288155035,11/26/2019 14:59:38,Qualified,D66,Likely,0 cars,No,2 people,Myself,Less than 1.000 km,Less than 10 km,Rare/never,Other,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Mostly disagree,Totally disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,I don't know,Neutral,Totally agree,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Mostly disagree,Mostly agree,Mostly disagree,I don't know,Mostly agree,I don't know,Neutral,"Family, friends, colleagues",Did not change,More positive,3 people or more,No people,€19.999 or less,22,18 - 24,Man,Havo/VWO,Middle,Below average,Below average,Gelderland,East,Unknown,3.06117820606673,Man,18 - 29,Middle,East
288155039,11/25/2019 11:30:10,Qualified,VVD,Neither/nor,2 cars,No,1 person,Myself,I don't know,I don't know,1 time biannually,Own driveway/carport/garage,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,Yes,"If I had an EV, it would be my only car",Neutral,Totally agree,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,I don't know,I don't know,Mostly disagree,Totally agree,Neutral,I don't know,I don't know,"Family, friends, colleagues",Did not change,More positive,3 people or more,No people,I'd rather not say,26,18 - 24,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Below average,Below average,Overijssel,East,Myself,3.03004905180534,Man,18 - 29,Middle,East
288155041,11/29/2019 8:50:21,Qualified,Don't know,Neither/nor,2 cars,No,No people,Equally shared in decision makings,I don't know,100-199 km,I don't know,Parking in shared common area without individual parking space,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,I don't know,Good,Neutral,I don't know,I don't know,Mostly agree,I don't know,Neutral,Mostly agree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly agree,I don't know,Mostly agree,I don't know,I don't know,I don't know,I don't know,I don't know,Car dealer(s),Did not change,Did not change,2 people,1 person,I'd rather not say,36,25 - 34,Man,Primary school,Low,Prefer not to say,Unknown,Flevoland,East,Both in equal measure,1.8742363781727,Man,30 - 39,Low,East
288155047,11/25/2019 18:15:44,Qualified,SP,Unlikely,0 cars,No,I don't know,Myself,Less than 1.000 km,Less than 10 km,Rare/never,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Neutral,No,"If I had an EV, it would be my only car",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Car dealer(s),Did not change,Did not change,1 person,No people,€19.999 or less,33,25 - 34,Man,"MBO-2,-3,-4/MBO vbefore 1998",Middle,Minimum,Below average,Groningen,North,Myself,.786658030675902,Man,30 - 39,Middle,North
288155050,11/24/2019 13:35:42,Qualified,PVV,Neither/nor,1 car,No,I don't know,Myself,I don't know,I don't know,1 time per year,Public road,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,Neutral,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Neutral,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Neutral,Car dealer(s),More positive,More positive,3 people or more,No people,I'd rather not say,43,35 - 44,Man,VMBO (professionally-oriented)/MBO-1,Low,Almost average,Below average,Friesland,North,Both in equal measure,1.62303302045161,Man,40 - 49,Low,North
288155052,11/28/2019 14:45:13,Qualified,Did not vote,Very likely,0 cars,No,2 people,Myself,10.000-19.999,50-99 km,1-3 times per week,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Good,Neutral,Mostly disagree,Mostly disagree,Neutral,Neutral,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Mostly agree,Neutral,Neutral,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,"Social media (e.g. Twitter, Facebook, Instagram etc.)",More positive,Did not change,2 people,No people,€50.000 - €64.999,23,18 - 24,Man,Bachelor HBO/WO,High,Don't know,Unknown,Zuid-Holland,Suburbs,Myself,1.71482587887998,Man,18 - 29,High,Suburbs
288155067,11/28/2019 18:41:30,Qualified,Did not vote,Very likely,1 car,No,No people,Myself,1.000-4.9999,Less than 10 km,Rare/never,Own parking space in  shared common area,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Very good,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Mostly agree,Neutral,Mostly disagree,Mostly disagree,Neutral,Neutral,Neutral,Mostly agree,Mostly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Totally agree,Neutral,Neutral,Neutral,"Newsarticles (newspapers, tv and websites)",Did not change,More positive,1 person,No people,€20.000 - €34.999,43,35 - 44,Man,VMBO (professionally-oriented)/MBO-1,Low,Almost average,Below average,Zuid-Holland,West,Myself,2.16860511180077,Man,40 - 49,Low,West
288155069,11/26/2019 10:12:08,Qualified,Did not vote,Very likely,2 cars,No,1 person,Equally shared in decision makings,20.000-29.999,30-39 km,1 time biannually,Public road,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,Mostly disagree,I don't know,Mostly agree,Neutral,I don't know,Mostly disagree,Neutral,Mostly disagree,I don't know,I don't know,Neutral,Neutral,Mostly disagree,Mostly agree,Mostly agree,Neutral,I don't know,Mostly agree,I don't know,I don't know,Mostly agree,Neutral,Official governmental websites,Did not change,Did not change,2 people,1 person,€35.000 - €49.999,36,25 - 34,Man,Primary school,Low,Almost average,Below average,Zuid-Holland,West,Both in equal measure,2.16860511180077,Man,30 - 39,Low,West
288155074,11/24/2019 14:16:10,Qualified,Did not vote,Neither/nor,2 cars,No,No people,Equally shared in decision makings,10.000-19.999,10-19 km,Rare/never,Parking in shared common area without individual parking space,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Totally disagree,Yes,I would never buy an EV,Very bad,Totally agree,Totally agree,Mostly agree,Neutral,Mostly agree,Totally agree,Neutral,I don't know,Neutral,Neutral,Totally disagree,Neutral,Totally disagree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly agree,Mostly agree,Totally agree,"Another source, not mentioned in this list",Did not change,Much more negative,3 people or more,No people,I'd rather not say,21,18 - 24,Man,VMBO (theoretical/mixed)/Mavo,Middle,Don't know,Unknown,Gelderland,East,Others,2.16860511180077,Man,18 - 29,Middle,East
288155078,11/24/2019 8:58:16,Qualified,D66,Likely,0 cars,No,1 person,Myself,Less than 1.000 km,Less than 10 km,1 time per year,Public road,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Neutral,Mostly disagree,I don't know,Mostly disagree,Mostly agree,Neutral,Mostly disagree,I don't know,Mostly agree,Neutral,Mostly agree,Mostly disagree,Mostly agree,Neutral,Totally disagree,Mostly agree,I don't know,Mostly agree,I don't know,Mostly agree,Neutral,Car dealer(s),Did not change,Did not change,1 person,No people,€19.999 or less,21,18 - 24,Man,Havo/VWO,Middle,Don't know,Unknown,Groningen,North,Myself,2.87542920718509,Man,18 - 29,Middle,North
288155079,11/24/2019 15:55:25,Qualified,CDA,Likely,2 cars,No,No people,Equally shared in decision makings,10.000-19.999,10-19 km,1 time biannually,Own driveway/carport/garage,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally disagree,No,I would never buy an EV,Neutral,Totally agree,I don't know,Totally agree,I don't know,I don't know,Totally agree,I don't know,Mostly disagree,Mostly disagree,I don't know,Totally agree,Totally agree,Totally agree,I don't know,I don't know,Totally agree,I don't know,I don't know,I don't know,Totally agree,Neutral,I don't know,Totally agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,3 people or more,No people,I'd rather not say,64,55 - 70,Man,VMBO (professionally-oriented)/MBO-1,Low,Prefer not to say,Unknown,Zeeland,South,Both in equal measure,1.52134139973484,Man,60 - 70,Low,South
288155081,11/23/2019 11:04:08,Qualified,PVV,I don't know,1 car,No,No people,Equally shared in decision makings,Less than 1.000 km,Less than 10 km,Rare/never,Public parking garage/underground parking,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,I don't know,No,I would never buy an EV,I don't know,I don't know,I don't know,Mostly agree,Mostly agree,Mostly agree,Mostly agree,I don't know,Totally agree,I don't know,I don't know,I don't know,I don't know,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,I don't know,"Another source, not mentioned in this list",Did not change,Did not change,2 people,No people,I'd rather not say,64,55 - 70,Man,VMBO (professionally-oriented)/MBO-1,Low,Almost average,Below average,Zeeland,South,My partner,.703192961895259,Man,60 - 70,Low,South
288155083,11/25/2019 15:45:04,Qualified,PVV,Likely,1 car,I don't know,No people,Equally shared in decision makings,1.000-4.9999,10-19 km,1 time per month,Other,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally disagree,No,"If I had an EV, it would be my only car",I don't know,Neutral,Totally agree,Totally agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,Totally disagree,Totally disagree,Totally disagree,I don't know,I don't know,Totally disagree,Totally disagree,I don't know,I don't know,Mostly disagree,Neutral,I don't know,Totally agree,I don't know,Totally agree,Totally agree,"Newsarticles (newspapers, tv and websites)",Did not change,Did not change,2 people,No people,€35.000 - €49.999,63,55 - 70,Man,Primary school,Low,Between 1 and 2 times average,Above average,Noord-Brabant,South,Both in equal measure,.703192961895259,Man,60 - 70,Low,South
288155084,11/26/2019 19:21:56,Qualified,PVV,Very likely,3 cars or more,No,No people,Myself,5.000-9.999,50-99 km,1 time per month,Own driveway/carport/garage,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Good,Totally disagree,Mostly agree,Neutral,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,Mostly disagree,Neutral,Neutral,Totally agree,Mostly agree,Mostly disagree,Mostly agree,Totally agree,Mostly disagree,Totally agree,Neutral,Mostly agree,Totally agree,Totally agree,Totally agree,Car dealer(s),Much more positive,More negative,3 people or more,No people,I'd rather not say,59,45 - 54,Man,VMBO (professionally-oriented)/MBO-1,Low,Prefer not to say,Unknown,Noord-Brabant,South,My partner,.881821146624051,Man,50 - 59,Low,South
288155092,11/28/2019 19:45:09,Qualified,CDA,Neither/nor,1 car,"Yes, plug-in hybrid car(s)",3 people,Myself,20.000-29.999,40-49 km,Several times biannually,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Yes,"If I had an EV, it would be a supplement to a petrol or diesel car",Neutral,Neutral,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,Neutral,Neutral,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More positive,More positive,2 people,1 person,€65.000 - €79.999,34,25 - 34,Man,Havo/VWO,Middle,Average,Average,Noord-Holland,3 large municipalities,Both in equal measure,2.17258909125196,Man,30 - 39,Middle,3 large municipalities
